

PID    Runtime(ms)  Invoked   uSecs  1Sec    Process
 3200          210       112      0   0.00%  nxapi
 3201         6310    171410      0   0.00%  mvsh
 3202          290       128      0   0.00%  mts_mgr
 3203           70        59      0   0.00%  mping_server
 3204       173300    955905      0   0.00%  module
 3205          220       115      0   0.00%  kim
 3206        10720    252994      0   0.00%  kafka
 3207          310       296      0   0.00%  issu_helper
 3208         7050    171341      0   0.00%  evms
 3210          120       157      0   0.00%  epld_upgrade_stdby
 3211       753930    489915      0   0.00%  diagclient
 3212        50140    669424      0   0.00%  dhclient
 3213        44650    489749      0   0.00%  crdcfg_server
 3214         1440      7936      0   0.00%  core-dmon
 3215         7750     90525      0   0.00%  clk_mgr
 3216        12600    494453      0   0.00%  bios_daemon
 3217        13550    314212      0   0.00%  ascii-cfg
 3218        71760   2491842      0   0.00%  securityd
 3219        74730   2455088      0   0.00%  cert_enroll
 3220        98750   2739596      0   0.00%  aaa
 3224         7330    313735      0   0.00%  obfl
 3225        45320    235049      0   0.00%  aclmgr
 3233         5140    130636      0   0.00%  evmc
 3234          490       258      0   0.00%  urib
 3280          440        94      0   0.00%  l3vm
 3298       105570   2830660      0   0.00%  device_test
 3299        10090    196544      0   0.00%  xbar
 3329          110       178      0   0.00%  ExceptionLog
 3331        46300   1228862      0   0.00%  bootvar
 3332        23040    490432      0   0.00%  cardclient
 3334      1553570   1732646      0   0.00%  diagmgr
 3336        35240    457273      0   0.00%  ifmgr
 3391          100        97      0   0.00%  npacl
 3398         8890    244268      0   0.00%  statsclient
 3471          190        58      0   0.00%  adjmgr
 3472          280        98      0   0.00%  u6rib
 3582          290        51      0   0.00%  arp
 3583          230        31      0   0.00%  icmpv6
 3591        35320    229558      0   0.00%  incrond
 3594          130        28      0   0.00%  pktmgr
 3612          520        73      0   0.00%  netstack
 3646        96110   2463655      0   0.00%  radius
 3647       250130   1122759      0   0.00%  cdp
 3648       538310   5572482      0   0.00%  cfs
 3649           70        58      0   0.00%  ip_dummy
 3650           70        55      0   0.00%  ipv6_dummy
 3651        17700    498378      0   0.00%  otm
 3652      5431650  24502173      0   0.00%  snmpd
 3653           60        51      0   0.00%  tcpudp_dummy
 3656         6110     51307      0   0.00%  dcos-xinetd
 3703        52750   2454518      0   0.00%  callhome
 6156        56340   1014105      0   0.00%  port-profile
 6167            0         4      0   0.00%  nginx
 6168         6610    108353      0   0.00%  vman
 6171        29640    213368      0   0.00%  spm
 6172          410        75      0   0.00%  rpm
 6173       182000    430355      0   0.00%  pltfm_config
 6175        30610    220630      0   0.00%  plcmgr
 6176      1405360    682568      0   0.00%  pfstat
 6190        36460    302905      0   0.00%  ntp
 6191        89550   2449549      0   0.00%  nia-mgr
 6192           80       120      0   0.00%  nbproxy
 6193        62540    803141      0   0.00%  monitor
 6194          660       128      0   0.00%  mld
 6196        21920    518994      0   0.00%  lim
 6199       155480   2395488      0   0.00%  l2rib
 6201        11480    172079      0   0.00%  ipfib
 6202          660       164      0   0.00%  igmp
 6203      2585510    423045      0   0.00%  icam
 6204        22220    329580      0   0.00%  eth_port_channel
 6205          120        34      0   0.00%  ecp
 6206       119740   4896142      0   0.00%  nginx
 6207         4020     89604      0   0.00%  adbm
 6209        12210    211427      0   0.00%  acllog
 6214        10350    254306      0   0.00%  eltm
 6231       162540   3138651      0   0.00%  ntpd
 6245        55800   1346923      0   0.00%  eth_dstats
 6246      4697530   3613242      0   0.00%  ipqosmgr
 6249       404330    687338      0   0.00%  vlan_mgr
 6258       119100   4896344      0   0.00%  nginx
 6268        40080    599111      0   0.00%  aclqos
 6274       113960    102273      0   0.00%  diag_port_lb
 6275      3071760  16129364      0   0.00%  ethpm
 6276      1803940   1105217      0   0.00%  l2fm
 6313      6380930  28916953      0   0.00%  stp
 6314        17960    497904      0   0.00%  stripcl
 6320       120000   4896282      0   0.00%  nginx
 6359       306190    240857      0   0.00%  copp
 6365        26220    519019      0   0.00%  ufdm
 6366         7710    244940      0   0.00%  u2
 6368        17450    497677      0   0.00%  sal
 6369          420        68      0   0.00%  mrib
 6371     58311110  26143602      0   0.00%  mfdm
 6372        18120    497752      0   0.00%  mcm
 6373          450        81      0   0.00%  m6rib
 6375       602760   2478376      0   0.00%  l2pt
 6413         6540    131485      0   0.00%  m2rib
 7048         1250       100      0   0.00%  nxpython
 7124         9560    283589      0   0.00%  bloggerd
 7588        54190   2448361      0   0.00%  psshelper
 7589        54340   2448403      0   0.00%  psshelper
 7590        21650    686078      0   0.00%  plog_lc
 7591        40540   2449509      0   0.00%  patch_installer
 7592         7250    306292      0   0.00%  obfl_lc
 7593         4210    163333      0   0.00%  mvsh
 7594         3230    122550      0   0.00%  evmc
 7595        73780   2530423      0   0.00%  dt_helper
 7596       274740    258472      0   0.00%  diagclient
 7597      5727740  110054345      0   0.00%  crdcfg_server
 7598         8210    245061      0   0.00%  capability
 7603        84200   2638521      0   0.00%  device_test
 7604     20054200   1369698      0   0.00%  crdclient
 7610      1193930   1004428      0   0.00%  dc3_sensor
 7611     56078290  262358069      0   0.00%  tahusd
 7613       322140   2436854      0   0.00%  nxpython
 7614       309110   2334114      0   0.00%  nxpython
 8277        78500   1829667      0   0.00%  bfdc
 8278      1131740  24975438      0   0.00%  fcpc
 8279        46400    369531      0   0.00%  iftmc
 8281        12680    490463      0   0.00%  pixc
 8282        65280    764835      0   0.00%  port_client
 8283    113510680  237577871      0   0.00%  stats_client
 8284         3240    122456      0   0.00%  vntagc
 8285          260       211      0   0.00%  zonelc
 8287       465000   1227950      0   0.00%  mtm
 8290        55600    645481      0   0.00%  ipfib
 8291     17703860  180934744      0   0.00%  aclqos
 8292          170        28      0   0.00%  fib
 8293         2290     81661      0   0.00%  ptplc
 8294        26640    253383      0   0.00%  tun_enc_lc
 8299          130        16      0   0.00%  fcoelc
 8300         3410     94479      0   0.00%  monc
 8301       311870  10013702      0   0.00%  nf
 8302         5340    204069      0   0.00%  xbar_client
11881           70        18      0   0.00%  swtele
15804          130       106      0   0.00%  dcos_sshd
15858           80      1710      0   0.00%  dcos_sshd
15859          280       890      0   0.00%  vsh.bin
17319            0        36      0   0.00%  portmap
17840            0         1      0   0.00%  rpc.mountd
17850            0         6      0   0.00%  rpc.statd
20187       268880    740182      0   0.00%  swmoni.sh
20307            0         1      0   0.00%  sshd
21288            0         2      0   0.00%  mcelog
22083       136720   2868786      0   0.00%  tacacs
22103      3237620   3051884      0   0.00%  udld
22111        25410    343787      0   0.00%  interface-vlan
22125      3180890   3931930      0   0.51%  lacp
22130       431760   4420590      0   0.00%  vpc
22134      3139200   1419231      0   0.00%  lldp
22429            0         4      0   0.00%  klogd
23382            0        12      0   0.00%  libvirtd_mon.sh
23383            0        10      0   0.00%  sh
23384       439470   6764169      0   0.00%  sysmgr
23385       221570   4953522      0   0.00%  sysmgr
23438          240       235      0   0.00%  libvirtd
24363            0         3      0   0.00%  inotifywait
26986           80       131      0   0.00%  getty

CPU util  :    0.83% user,    1.67% kernel,   97.48% idle

CPU utilization for five seconds: 4%/0%; one minute: 4%; five minutes: 3%
 Please note that only processes from the requested vdc are shown above
