

PID    Runtime(ms)  Invoked   uSecs  1Sec    Process
 1915          220       101      0   0.00%  nxapi
 1916        12520    346894      0   0.00%  mvsh
 1917          320       219      0   0.00%  mts_mgr
 1918           90       159      0   0.00%  mping_server
 1919       364530   1933100      0   0.00%  module
 1920          230       247      0   0.00%  kim
 1921        20140    511696      0   0.00%  kafka
 1922          330       444      0   0.00%  issu_helper
 1923        13530    346927      0   0.00%  evms
 1925          130       113      0   0.00%  epld_upgrade_stdby
 1926      1615080   1020706      0   0.00%  diagclient
 1927        98400   1358818      0   0.00%  dhclient
 1928       101740    988505      0   0.00%  crdcfg_server
 1929         1810     15952      0   0.00%  core-dmon
 1930        12370    181925      0   0.00%  clk_mgr
 1931        26530    996837      0   0.00%  bios_daemon
 1933        26490    635408      0   0.00%  ascii-cfg
 1934       126670   4972919      0   0.00%  securityd
 1935       154320   4965543      0   0.00%  cert_enroll
 1936       154730   5265868      0   0.00%  aaa
 1939        15170    634552      0   0.00%  obfl
 1940       205460    481609      0   0.00%  aclmgr
 1954          520       158      0   0.00%  urib
 2015        10370    264100      0   0.00%  evmc
 2025          540       125      0   0.00%  l3vm
 2044       223100   5709494      0   0.00%  device_test
 2045        18070    397802      0   0.00%  xbar
 2093          120       221      0   0.00%  ExceptionLog
 2094        95740   2489474      0   0.00%  bootvar
 2095        48000    992921      0   0.00%  cardclient
 2096      3314070   3397979      0   0.00%  diagmgr
 2097        75020   1027308      0   0.00%  ifmgr
 2131          110        38      0   0.00%  npacl
 2143        18440    494287      0   0.00%  statsclient
 2224          240        66      0   0.00%  adjmgr
 2226          340       134      0   0.00%  u6rib
 2294         1150      7864      0   0.00%  incrond
 2301          410        78      0   0.00%  arp
 2302          280        49      0   0.00%  icmpv6
 2307          140        47      0   0.00%  pktmgr
 2323          620        99      0   0.00%  netstack
 2367       197600   4983594      0   0.00%  radius
 2368       376630   1945632      0   0.00%  cdp
 2369      1229520  12129846      0   0.00%  cfs
 2370           70        92      0   0.00%  ip_dummy
 2371           70        78      0   0.00%  ipv6_dummy
 2372        33690   1007854      0   0.00%  otm
 2373      8364780  35120107      0   0.00%  snmpd
 2374           70       132      0   0.00%  tcpudp_dummy
 2377          200      1087      0   0.00%  dcos-xinetd
 2423       108240   4963651      0   0.00%  callhome
 4873            0         4      0   0.00%  nginx
 4874       101290   1700859      0   0.00%  port-profile
 4883        13600    218533      0   0.00%  vman
 4886       244980   9907133      0   0.00%  nginx
 4891        59220    432568      0   0.00%  spm
 4892          620       115      0   0.00%  rpm
 4894       424880    923785      0   0.00%  pltfm_config
 4895        59240    448130      0   0.00%  plcmgr
 4897      2081190   1394275      0   0.00%  pfstat
 4913        74850    614362      0   0.00%  ntp
 4914       180190   4957770      0   0.00%  nia-mgr
 4915           90       159      0   0.00%  nbproxy
 4917       131430   1631622      0   0.00%  monitor
 4918          720       627      0   0.00%  mld
 4922        41530   1048496      0   0.00%  lim
 4923       319920   4850418      0   0.00%  l2rib
 4924        21730    348100      0   0.00%  ipfib
 4925          740       396      0   0.00%  igmp
 4926      5148860    923691      0   0.00%  icam
 4927        48050    740410      0   0.00%  eth_port_channel
 4928          130        98      0   0.00%  ecp
 4929         6970    181573      0   0.00%  adbm
 4930        24860    428500      0   0.00%  acllog
 4934        20250    514097      0   0.00%  eltm
 4943       244970   9907241      0   0.00%  nginx
 4952       331550   6370885      0   0.00%  ntpd
 4970        90420   1828569      0   0.00%  eth_dstats
 4971      7103940   7286625      0   0.00%  ipqosmgr
 4979       244180   9907054      0   0.00%  nginx
 4989       803070   1569916      0   0.00%  vlan_mgr
 4996        81640   1213288      0   0.00%  aclqos
 5002       243850    285131      0   0.00%  diag_port_lb
 5003      3620880  18002949      0   0.00%  ethpm
 5004      3843780   2237362      0   0.00%  l2fm
 5034     10163170  78540380      0   0.00%  stp
 5035        34170   1007752      0   0.00%  stripcl
 5088       692120    540252      0   0.00%  copp
 5093        50640   1050610      0   0.00%  ufdm
 5094        15590    495731      0   0.00%  u2
 5096        33150   1007303      0   0.00%  sal
 5097          550       100      0   0.00%  mrib
 5099    121268150  145540941      0   0.00%  mfdm
 5100        34320   1007533      0   0.00%  mcm
 5101          560       134      0   0.00%  m6rib
 5104      1262190   4998580      0   0.00%  l2pt
 5110        13090    265666      0   0.00%  m2rib
 6265        18520    544805      0   0.00%  bloggerd
 6273       111760   4954393      0   0.00%  psshelper
 6274       111760   4954397      0   0.00%  psshelper
 6275        43660   1370370      0   0.00%  plog_lc
 6276        83950   4956232      0   0.00%  patch_installer
 6277        14810    619743      0   0.00%  obfl_lc
 6278         6860    331176      0   0.00%  mvsh
 6279         6620    247861      0   0.00%  evmc
 6280       154060   5120666      0   0.00%  dt_helper
 6281       595260    537377      0   0.00%  diagclient
 6282      8441740  141398155      0   0.00%  crdcfg_server
 6283        17150    495977      0   0.00%  capability
 6288       176840   5359551      0   0.00%  device_test
 6289       249140   1465463      0   0.00%  crdclient
 6291         1440        78      0   0.00%  nxpython
 6294      1634990   2043619      0   0.00%  dc3_sensor
 6295    130511770  388111029      0   0.00%  tahusd
 6347       665590   4940616      0   0.00%  nxpython
 6348       639240   4715024      0   0.00%  nxpython
 7111       159210   3706603      0   0.00%  bfdc
 7112        89860    747761      0   0.00%  iftmc
 7114        25120    992256      0   0.00%  pixc
 7115       134560   1436386      0   0.00%  port_client
 7116    212939840  308657088      0   0.00%  stats_client
 7117         6580    248141      0   0.00%  vntagc
 7118          280        88      0   0.00%  zonelc
 7119      1226540   2663584      0   0.00%  mtm
 7125       115060   1300541      0   0.00%  ipfib
 7126     26834190  242825946      0   0.00%  aclqos
 7127          230        41      0   0.00%  fib
 7128         5060    165179      0   0.00%  ptplc
 7129        55460    513517      0   0.00%  tun_enc_lc
 7161          170        30      0   0.00%  fcoelc
 7162         7700    217230      0   0.00%  monc
 7163       675090  20263122      0   0.00%  nf
 7164        10980    412898      0   0.00%  xbar_client
 8212          130       116      0   0.00%  dcos_sshd
 8271           30       579      0   0.00%  dcos_sshd
 8272          270       457      0   0.00%  vsh.bin
 8692            0         2      0   0.00%  sleep
10037           90        22      0   0.00%  swtele
17030            0        36      0   0.00%  portmap
17514            0         1      0   0.00%  rpc.mountd
17522            0         6      0   0.00%  rpc.statd
19788       634450   1502832      0   0.00%  swmoni.sh
20147            0         1      0   0.00%  sshd
20871            0         2      0   0.00%  mcelog
22955            0        11      0   0.00%  libvirtd_mon.sh
22956            0         9      0   0.00%  sh
22957       913390  13561717      0   0.00%  sysmgr
22958       461910  10024956      0   0.00%  sysmgr
22990          280       186      0   0.00%  libvirtd
23936            0         2      0   0.00%  inotifywait
25150           90       150      0   0.00%  getty

CPU util  :    1.38% user,    1.38% kernel,   97.23% idle

CPU utilization for five seconds: 10%/0%; one minute: 8%; five minutes: 6%
 Please note that only processes from the requested vdc are shown above
