

--------------------------------------------------------------------------------
Port          Native  Status        Port
Po609         609     trunking      --
Po610         609     trunking      --
Po611         609     trunking      --
Po612         609     trunking      --
Po613         609     trunking      --
Po614         609     trunking      --
Po615         609     trunking      --
Po616         609     trunking      --
Po617         609     trunking      --
Po618         609     trunking      --
Po619         609     trunking      --
Po620         609     trunking      --
Po621         609     trunking      --
Po622         609     trunking      --
Po623         609     trunking      --
Po624         609     trunking      --
Po625         609     trunking      --
Po626         609     trunking      --
Po627         609     trunking      --
Po628         609     trunking      --
Po629         609     trunking      --
Po630         609     trunking      --
Po631         609     trunking      --
Po632         609     trunking      --
Po633         609     trunking      --
Po634         609     trunking      --
Po635         609     trunking      --
Po636         609     trunking      --
Po637         609     trunking      --
Po638         609     trunking      --
Po639         609     trunking      --
Po701         609     trunking      --
Po702         609     trunking      --
Po703         609     trunking      --
Po704         609     trunking      --
Po705         609     trunking      --
Po706         609     trunking      --
Po707         609     trunking      --
Po708         609     trunking      --
Po709         609     trunking      --
Po710         609     trunking      --
Po711         609     trunking      --
Po712         609     trunking      --
Po713         609     trunking      --
Po714         609     trunking      --
Po715         609     trunking      --
Po716         609     trunking      --
Po717         609     trunking      --
Po718         609     trunking      --
Po719         609     trunking      --
Po720         609     trunking      --
Po721         609     trunking      --
Po722         609     trunking      --
Po723         1       trunking      --
Po724         1       trunking      --
Po725         1       trunking      --
Po726         1       trunking      --
Po727         1       trunking      --
Po728         1       trunking      --
Po729         609     trunking      --
Po730         609     trunking      --
Po731         609     trunking      --
Po732         609     trunking      --
Po733         609     trunking      --
Po734         609     trunking      --
Po735         609     trunking      --
Po736         609     trunking      --
Po737         609     trunking      --
Po738         609     trunking      --
Po739         609     trunking      --
Po4000        1       trunking      --
Po4001        1       trunking      --

--------------------------------------------------------------------------------
Port          Vlans Allowed on Trunk
--------------------------------------------------------------------------------
Eth1/1        507,586,600-606,608-609,625-626,628-629,632-634,637,640,642-645,651-652,654-658,667-668,680-686
Eth1/2        507,586,600-606,608-609,625-626,628-629,632-634,637,640,642-645,651-652,654-658,667-668,680-686
Eth1/3        507,586,600-606,608-609,625-626,628-629,632-634,637,640,642-645,651-652,654-658,667-668,680-686
Eth1/4        507,586,600-606,608-609,625-626,628-629,632-634,637,640,642-645,651-652,654-658,667-668,680-686
Eth1/5        507,586,600-606,608-609,625-626,628-629,632-634,637,640,642-645,651-652,654-658,667-668,680-686
Eth1/6        507,586,600-606,608-609,625-626,628-629,632-634,637,640,642-645,651-652,654-658,667-668,680-686
Eth1/7        507,586,600-606,608-609,625-626,628-629,632-634,637,640,642-645,651-652,654-658,667-668,680-686
Eth1/8        507,586,600-606,608-609,625-626,628-629,632-634,637,640,642-645,651-652,654-658,667-668,680-686
Eth1/9        1-4092
Eth1/10       1-4092
Eth1/11       1-4092
Eth1/12       1-4092
Eth1/13       4093
Eth1/14       4093
Eth1/17       609,629,654
Eth1/18       604,609,629,654,680-686
Eth1/19       609,629,654
Eth1/20       604,609,629,654,680-686
Eth1/21       609,629,654
Eth1/22       604,609,629,654,680-686
Eth1/23       609,629,654
Eth1/24       604,609,629,654,680-686
Eth1/25       609,629,654
Eth1/26       604,609,629,654,680-686
Eth1/27       609,629,654
Eth1/28       600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Eth1/29       609,629,654
Eth1/30       600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Eth1/31       609,629,654
Eth1/32       600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Eth1/33       609,629,654
Eth1/34       600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Eth1/35       609,629,654
Eth1/36       600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Eth1/37       609,629,654
Eth1/38       600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Eth1/39       609,629
Eth1/40       604,609,629,654,680-686
Eth1/41       609,629
Eth1/42       604,609,629,654,680-686
Eth1/43       609,629
Eth1/44       604,609,629,654,680-686
Eth1/45       609,654
Eth1/46       607,609,629,642-645,651,654,656,658
Eth1/47       609,654
Eth1/48       607,609,629,642-645,651,654,656,658
Eth2/1        609,654
Eth2/2        607,609,629,642-645,651,654,656,658
Eth2/3        609,629,654
Eth2/4        604,609,629,654,680-686
Eth2/5        609,629,654
Eth2/6        604,609,629,654,680-686
Eth2/7        609,629,654
Eth2/8        604,609,629,654,680-686
Eth2/9        609,629,654
Eth2/10       604,609,629,654,680-686
Eth2/11       609,629,654
Eth2/12       600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Eth2/13       609,629,654
Eth2/14       600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Eth2/15       609,629,654
Eth2/16       600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Eth3/1        609,629,654
Eth3/2        1-4094
Eth3/3        609,629,654
Eth3/4        1-4094
Eth3/5        609,629,654
Eth3/6        600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Eth3/7        609,629
Eth3/8        604,609,629,654,680-686
Eth3/9        609,629
Eth3/10       604,609,629,654,680-686
Eth3/11       609,629
Eth3/12       604,609,629,654,680-686
Eth3/13       609,654
Eth3/14       607,609,629,642-645,651,654,656,658
Eth3/15       609,654
Eth3/16       607,609,629,642-645,651,654,656,658
Eth4/1        609,629,654
Eth4/2        586,607,609,629,642-645,651,654,656,658
Eth4/3        609,629,654
Eth4/4        586,607,609,629,642-645,651,654,656,658
Eth4/5        609,629,654
Eth4/6        604,609,629,654,680-686
Eth4/9        609,629,654
Eth4/10       586,607,609,629,642-645,651,654,656,658
Eth4/11       609,629,654
Eth4/12       586,607,609,629,642-645,651,654,656,658
Eth4/15       609,629,654
Eth4/16       604,609,629,654,680-686
Po10          507,586,600-606,608-609,625-626,628-629,632-634,637,640,642-645,651-652,654-658,667-668,680-686
Po601         609,629,654
Po602         609,629,654
Po603         609,629,654
Po604         609,629,654
Po605         609,629,654
Po606         609,629,654
Po607         609,629,654
Po608         609,629,654
Po609         609,629,654
Po610         609,629,654
Po611         609,629,654
Po612         609,629,654
Po613         609,629,654
Po614         609,629,654
Po615         609,629,654
Po616         609,629,654
Po617         609,629,654
Po618         609,629,654
Po619         609,629,654
Po620         609,629,654
Po621         609,629,654
Po622         609,629,654
Po623         609,629
Po624         609,629
Po625         609,629
Po626         609,629
Po627         609,629
Po628         609,629
Po629         609,629,654
Po630         609,629,654
Po631         609,629,654
Po632         609,629,654
Po633         609,629,654
Po634         609,629,654
Po635         609,654
Po636         609,654
Po637         609,654
Po638         609,654
Po639         609,654
Po701         604,609,629,654,680-686
Po702         600-606,608-609,625,628-629,632-634,637,640,652,654-655,657-658,667-668,680,682
Po703         604,609,629,654,680-686
Po704         604,609,629,654,680-686
Po705         604,609,629,654,680-686
Po706         604,609,629,654,680-686
Po707         604,609,629,654,680-686
Po708         604,609,629,654,680-686
Po709         604,609,629,654,680-686
Po710         604,609,629,654,680-686
Po711         600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Po712         600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Po713         600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Po714         600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Po715         600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Po716         600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Po717         600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Po718         1-4094
Po719         600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Po720         1-4094
Po721         600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Po722         600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Po723         604,609,629,654,680-686
Po724         604,609,629,654,680-686
Po725         604,609,629,654,680-686
Po726         604,609,629,654,680-686
Po727         604,609,629,654,680-686
Po728         604,609,629,654,680-686
Po729         604,609,629,654,680-686
Po730         604,609,629,654,680-686
Po731         586,607,609,629,642-645,651,654,656,658
Po732         586,607,609,629,642-645,651,654,656,658
Po733         586,607,609,629,642-645,651,654,656,658
Po734         586,607,609,629,642-645,651,654,656,658
Po735         607,609,629,642-645,651,654,656,658
Po736         607,609,629,642-645,651,654,656,658
Po737         607,609,629,642-645,651,654,656,658
Po738         607,609,629,642-645,651,654,656,658
Po739         607,609,629,642-645,651,654,656,658
Po4000        1-4092
Po4001        4093

--------------------------------------------------------------------------------
Port          Vlans Err-disabled on Trunk
--------------------------------------------------------------------------------
Eth1/1        none
Eth1/2        none
Eth1/3        none
Eth1/4        none
Eth1/5        none
Eth1/6        none
Eth1/7        none
Eth1/8        none
Eth1/9        none
Eth1/10       none
Eth1/11       none
Eth1/12       none
Eth1/13       none
Eth1/14       none
Eth1/17       none
Eth1/18       none
Eth1/19       none
Eth1/20       none
Eth1/21       none
Eth1/22       none
Eth1/23       none
Eth1/24       none
Eth1/25       none
Eth1/26       none
Eth1/27       none
Eth1/28       none
Eth1/29       none
Eth1/30       none
Eth1/31       none
Eth1/32       none
Eth1/33       none
Eth1/34       none
Eth1/35       none
Eth1/36       none
Eth1/37       none
Eth1/38       none
Eth1/39       none
Eth1/40       none
Eth1/41       none
Eth1/42       none
Eth1/43       none
Eth1/44       none
Eth1/45       none
Eth1/46       none
Eth1/47       none
Eth1/48       none
Eth2/1        none
Eth2/2        none
Eth2/3        none
Eth2/4        none
Eth2/5        none
Eth2/6        none
Eth2/7        none
Eth2/8        none
Eth2/9        none
Eth2/10       none
Eth2/11       none
Eth2/12       none
Eth2/13       none
Eth2/14       none
Eth2/15       none
Eth2/16       none
Eth3/1        none
Eth3/2        1,507,586,607,642-645,651,656,667,681,683-686,4093
Eth3/3        none
Eth3/4        1,507,586,607,642-645,651,656,667,681,683-686,4093
Eth3/5        none
Eth3/6        none
Eth3/7        none
Eth3/8        none
Eth3/9        none
Eth3/10       none
Eth3/11       none
Eth3/12       none
Eth3/13       none
Eth3/14       none
Eth3/15       none
Eth3/16       none
Eth4/1        none
Eth4/2        none
Eth4/3        none
Eth4/4        none
Eth4/5        none
Eth4/6        none
Eth4/9        none
Eth4/10       none
Eth4/11       none
Eth4/12       none
Eth4/15       none
Eth4/16       none
Po10          none
Po601         none
Po602         none
Po603         none
Po604         none
Po605         none
Po606         none
Po607         none
Po608         none
Po609         none
Po610         none
Po611         none
Po612         none
Po613         none
Po614         none
Po615         none
Po616         none
Po617         none
Po618         none
Po619         none
Po620         none
Po621         none
Po622         none
Po623         none
Po624         none
Po625         none
Po626         none
Po627         none
Po628         none
Po629         none
Po630         none
Po631         none
Po632         none
Po633         none
Po634         none
Po635         none
Po636         none
Po637         none
Po638         none
Po639         none
Po701         none
Po702         none
Po703         none
Po704         none
Po705         none
Po706         none
Po707         none
Po708         none
Po709         none
Po710         none
Po711         none
Po712         none
Po713         none
Po714         none
Po715         none
Po716         none
Po717         none
Po718         1,507,586,607,642-645,651,656,667,681,683-686,4093
Po719         none
Po720         1,507,586,607,642-645,651,656,667,681,683-686,4093
Po721         none
Po722         none
Po723         none
Po724         none
Po725         none
Po726         none
Po727         none
Po728         none
Po729         none
Po730         none
Po731         none
Po732         none
Po733         none
Po734         none
Po735         none
Po736         none
Po737         none
Po738         none
Po739         none
Po4000        none
Po4001        none

--------------------------------------------------------------------------------
Port          STP Forwarding
--------------------------------------------------------------------------------
Eth1/1        507,586,600-606,608-609,625-626,628-629,632-634,637,640,642-645,651-652,654-658,667-668,680-686
Eth1/2        507,586,600-606,608-609,625-626,628-629,632-634,637,640,642-645,651-652,654-658,667-668,680-686
Eth1/3        507,586,600-606,608-609,625-626,628-629,632-634,637,640,642-645,651-652,654-658,667-668,680-686
Eth1/4        507,586,600-606,608-609,625-626,628-629,632-634,637,640,642-645,651-652,654-658,667-668,680-686
Eth1/5        507,586,600-606,608-609,625-626,628-629,632-634,637,640,642-645,651-652,654-658,667-668,680-686
Eth1/6        507,586,600-606,608-609,625-626,628-629,632-634,637,640,642-645,651-652,654-658,667-668,680-686
Eth1/7        507,586,600-606,608-609,625-626,628-629,632-634,637,640,642-645,651-652,654-658,667-668,680-686
Eth1/8        507,586,600-606,608-609,625-626,628-629,632-634,637,640,642-645,651-652,654-658,667-668,680-686
Eth1/9        1,507,586,600-609,625-626,628-629,632-634,637,640,642-645,651-652,654-658,667-668,680-686
Eth1/10       1,507,586,600-609,625-626,628-629,632-634,637,640,642-645,651-652,654-658,667-668,680-686
Eth1/11       1,507,586,600-609,625-626,628-629,632-634,637,640,642-645,651-652,654-658,667-668,680-686
Eth1/12       1,507,586,600-609,625-626,628-629,632-634,637,640,642-645,651-652,654-658,667-668,680-686
Eth1/13       4093
Eth1/14       4093
Eth1/17       609,629,654
Eth1/18       604,609,629,654,680-686
Eth1/19       609,629,654
Eth1/20       604,609,629,654,680-686
Eth1/21       609,629,654
Eth1/22       604,609,629,654,680-686
Eth1/23       609,629,654
Eth1/24       604,609,629,654,680-686
Eth1/25       609,629,654
Eth1/26       604,609,629,654,680-686
Eth1/27       609,629,654
Eth1/28       600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Eth1/29       609,629,654
Eth1/30       600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Eth1/31       609,629,654
Eth1/32       600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Eth1/33       609,629,654
Eth1/34       600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Eth1/35       609,629,654
Eth1/36       600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Eth1/37       609,629,654
Eth1/38       600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Eth1/39       609,629
Eth1/40       604,609,629,654,680-686
Eth1/41       609,629
Eth1/42       604,609,629,654,680-686
Eth1/43       609,629
Eth1/44       604,609,629,654,680-686
Eth1/45       609,654
Eth1/46       607,609,629,642-645,651,654,656,658
Eth1/47       609,654
Eth1/48       607,609,629,642-645,651,654,656,658
Eth2/1        609,654
Eth2/2        607,609,629,642-645,651,654,656,658
Eth2/3        609,629,654
Eth2/4        604,609,629,654,680-686
Eth2/5        609,629,654
Eth2/6        604,609,629,654,680-686
Eth2/7        609,629,654
Eth2/8        604,609,629,654,680-686
Eth2/9        609,629,654
Eth2/10       604,609,629,654,680-686
Eth2/11       609,629,654
Eth2/12       600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Eth2/13       609,629,654
Eth2/14       600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Eth2/15       609,629,654
Eth2/16       600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Eth3/1        609,629,654
Eth3/2        600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Eth3/3        609,629,654
Eth3/4        600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Eth3/5        609,629,654
Eth3/6        600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Eth3/7        609,629
Eth3/8        604,609,629,654,680-686
Eth3/9        609,629
Eth3/10       604,609,629,654,680-686
Eth3/11       609,629
Eth3/12       604,609,629,654,680-686
Eth3/13       609,654
Eth3/14       607,609,629,642-645,651,654,656,658
Eth3/15       609,654
Eth3/16       607,609,629,642-645,651,654,656,658
Eth4/1        609,629,654
Eth4/2        586,607,609,629,642-645,651,654,656,658
Eth4/3        609,629,654
Eth4/4        586,607,609,629,642-645,651,654,656,658
Eth4/5        609,629,654
Eth4/6        604,609,629,654,680-686
Eth4/9        609,629,654
Eth4/10       586,607,609,629,642-645,651,654,656,658
Eth4/11       609,629,654
Eth4/12       586,607,609,629,642-645,651,654,656,658
Eth4/15       609,629,654
Eth4/16       604,609,629,654,680-686
Po10          507,586,600-606,608-609,625-626,628-629,632-634,637,640,642-645,651-652,654-658,667-668,680-686
Po601         609,629,654
Po602         none
Po603         609,629,654
Po604         609,629,654
Po605         609,629,654
Po606         609,629,654
Po607         609,629,654
Po608         609,629,654
Po609         609,629,654
Po610         609,629,654
Po611         609,629,654
Po612         609,629,654
Po613         609,629,654
Po614         609,629,654
Po615         609,629,654
Po616         609,629,654
Po617         609,629,654
Po618         609,629,654
Po619         609,629,654
Po620         609,629,654
Po621         609,629,654
Po622         609,629,654
Po623         609,629
Po624         609,629
Po625         609,629
Po626         609,629
Po627         609,629
Po628         609,629
Po629         609,629,654
Po630         609,629,654
Po631         609,629,654
Po632         609,629,654
Po633         609,629,654
Po634         609,629,654
Po635         609,654
Po636         609,654
Po637         609,654
Po638         609,654
Po639         609,654
Po701         604,609,629,654,680-686
Po702         none
Po703         604,609,629,654,680-686
Po704         604,609,629,654,680-686
Po705         604,609,629,654,680-686
Po706         604,609,629,654,680-686
Po707         604,609,629,654,680-686
Po708         604,609,629,654,680-686
Po709         604,609,629,654,680-686
Po710         604,609,629,654,680-686
Po711         600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Po712         600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Po713         600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Po714         600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Po715         600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Po716         600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Po717         600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Po718         600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Po719         600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Po720         600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Po721         600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Po722         600-606,608-609,625-626,628-629,632-634,637,640,652,654-655,657-658,668,680,682
Po723         604,609,629,654,680-686
Po724         604,609,629,654,680-686
Po725         604,609,629,654,680-686
Po726         604,609,629,654,680-686
Po727         604,609,629,654,680-686
Po728         604,609,629,654,680-686
Po729         604,609,629,654,680-686
Po730         604,609,629,654,680-686
Po731         586,607,609,629,642-645,651,654,656,658
Po732         586,607,609,629,642-645,651,654,656,658
Po733         586,607,609,629,642-645,651,654,656,658
Po734         586,607,609,629,642-645,651,654,656,658
Po735         607,609,629,642-645,651,654,656,658
Po736         607,609,629,642-645,651,654,656,658
Po737         607,609,629,642-645,651,654,656,658
Po738         607,609,629,642-645,651,654,656,658
Po739         607,609,629,642-645,651,654,656,658
Po4000        1,507,586,600-609,625-626,628-629,632-634,637,640,642-645,651-652,654-658,667-668,680-686
Po4001        4093

--------------------------------------------------------------------------------
Port          Vlans in spanning tree forwarding state and not pruned
--------------------------------------------------------------------------------

--------------------------------------------------------------------------------
Port          Vlans Forwarding on FabricPath
--------------------------------------------------------------------------------
